Time, R, G, dG, f(dG), G/R, dG/R, f(dG/R), 
ms, AFU, AFU, AFU, AFU, %, %, AFU, 
LineScan-08092022-1225-528, , , , filtered, , , filtered, 
0, 5200.25, 2020.5, -83.802, , 38.854, -2.231, , 
8.552, 5435.75, 2358.25, 253.948, , 43.384, 2.299, , 
17.104, 5379.5, 2034.5, -69.802, , 37.819, -3.265, , 
25.656, 5505.75, 2118, 13.698, , 38.469, -2.616, , 
34.208, 5306.25, 1873.5, -230.802, , 35.307, -5.777, , 
42.76, 5577, 2237.75, 133.448, , 40.125, -0.96, , 
51.312, 5346.25, 2345, 240.698, , 43.863, 2.778, , 
59.864, 5543.5, 2242.5, 138.198, , 40.453, -0.632, , 
68.416, 4985.25, 2319.25, 214.948, , 46.522, 5.437, , 
76.968, 5216.5, 2208.75, 104.448, , 42.342, 1.257, , 
85.52, 5113.75, 2002, -102.302, , 39.149, -1.935, , 
94.072, 4952.75, 2568.75, 464.448, , 51.865, 10.78, , 
102.624, 5183.25, 2335, 230.698, , 45.049, 3.964, , 
111.176, 5114.5, 2127.75, 23.448, , 41.602, 0.518, , 
119.728, 5307.25, 2349.5, 245.198, , 44.27, 3.185, , 
128.28, 4961.25, 2011.5, -92.802, , 40.544, -0.541, , 
136.832, 5549, 1907.5, -196.802, , 34.376, -6.709, , 
145.384, 5243.25, 2079, -25.302, , 39.651, -1.434, , 
153.936, 5504, 1948, -156.302, , 35.392, -5.692, , 
162.488, 5462, 1881.25, -223.052, , 34.443, -6.642, , 
171.04, 5304.75, 2067.75, -36.552, , 38.979, -2.106, , 
179.592, 5247.25, 1994.25, -110.052, , 38.006, -3.079, , 
188.144, 5157, 1596.75, -507.552, -2.255, 30.963, -10.122, -0.259, 
196.696, 5355, 2094.25, -10.052, -16.7, 39.108, -1.976, -0.215, 
205.248, 5024.25, 2368.75, 264.448, -88.853, 47.146, 6.062, -1.84, 
213.8, 5209.5, 2002.5, -101.802, -91.713, 38.439, -2.645, -1.835, 
222.352, 4921.5, 1887, -217.302, -73.747, 38.342, -2.743, -1.862, 
230.904, 5230, 2624.25, 519.948, -195.006, 50.177, 9.092, -4.121, 
239.456, 5212.5, 1693.75, -410.552, -127.992, 32.494, -8.591, -2.81, 
248.008, 4948.5, 1755.25, -349.052, -68.554, 35.47, -5.614, -1.98, 
256.56, 5038.5, 1805, -299.302, -17.373, 35.824, -5.261, -1.144, 
265.112, 5331, 2198, 93.698, -40.708, 41.231, 0.146, -1.269, 
273.664, 5503.25, 2250, 145.698, -68.928, 40.885, -0.2, -1.2, 
282.216, 4963.25, 1888, -216.302, -21.438, 38.04, -3.045, -0.464, 
290.768, 5118.5, 1848.25, -256.052, 35.25, 36.109, -4.976, 0.679, 
299.32, 5477, 2101.75, -2.552, 41.025, 38.374, -2.711, 1.315, 
307.872, 5055.5, 2223.75, 119.448, 20.908, 43.987, 2.902, 0.753, 
316.424, 4987.25, 1876.75, -227.552, 64.39, 37.631, -3.454, 1.295, 
324.976, 4841.25, 2361, 256.698, 10.798, 48.768, 7.684, -0.406, 
333.528, 4926, 2334, 229.698, -35.515, 47.381, 6.296, -1.77, 
342.08, 5502.75, 2158.5, 54.198, -41.789, 39.226, -1.859, -1.402, 
350.632, 5326, 2052.5, -51.802, -20.288, 38.537, -2.547, -0.756, 
359.184, 5139.75, 1735.75, -368.552, 67.09, 33.771, -7.314, 0.892, 
367.736, 5211.75, 2025, -79.302, 99.313, 38.855, -2.23, 1.557, 
376.288, 5291.75, 2250.5, 146.198, 89.268, 42.528, 1.444, 1.507, 
384.84, 5104.25, 2298.75, 194.448, 73.925, 45.036, 3.951, 1.022, 
393.392, 4844.25, 2350.25, 245.948, 55.222, 48.516, 7.431, 0.004, 
401.944, 5380.75, 1752.25, -352.052, 156.398, 32.565, -8.52, 2.207, 
410.496, 5465.5, 2039.75, -64.552, 199.42, 37.32, -3.764, 3.492, 
419.048, 5085, 2509, 404.698, 148.121, 49.341, 8.256, 2.446, 
427.6, 5052.25, 2143.75, 39.448, 164.509, 42.432, 1.347, 2.776, 
436.152, 5525.25, 2436, 331.698, 120.725, 44.089, 3.004, 2.801, 
444.704, 5253.75, 2156, 51.698, 127.849, 41.037, -0.047, 3.391, 
453.256, 5344, 2444.5, 340.198, 75.749, 45.743, 4.658, 2.999, 
461.808, 4698.5, 2062.75, -41.552, 94.097, 43.902, 2.818, 2.866, 
470.36, 5245.5, 2329.5, 225.198, 56.003, 44.409, 3.325, 2.501, 
478.912, 4841.25, 2086.5, -17.802, 60.049, 43.098, 2.014, 2.228, 
487.464, 4966.25, 2334.25, 229.948, 11.446, 47.002, 5.917, 1.047, 
496.016, 4862.25, 2161, 56.698, -6.332, 44.444, 3.36, 0.262, 
504.568, 4886.75, 2351.5, 247.198, -61.52, 48.12, 7.035, -1.257, 
513.12, 5040, 1824.5, -279.802, -14.887, 36.2, -4.884, -0.459, 
521.672, 5186.75, 2201, 96.698, -42.949, 42.435, 1.35, -0.877, 
530.224, 5253.75, 2057.25, -47.052, -44.298, 39.158, -1.927, -0.648, 
538.776, 5028.5, 2056.25, -48.052, -47.523, 40.892, -0.193, -0.742, 
547.328, 5095.25, 2145, 40.698, -70.73, 42.098, 1.013, -1.038, 
555.88, 4992.5, 2024, -80.302, -74.534, 40.541, -0.544, -1.001, 
564.432, 5312.5, 1978.75, -125.552, -76.099, 37.247, -3.838, -0.348, 
572.984, 5585.5, 2044.5, -59.802, -98.232, 36.604, -4.481, 0.321, 
581.536, 4958.75, 2081, -23.302, -133.728, 41.966, 0.881, -0.184, 
590.088, 4741.25, 2101.5, -2.802, -175.093, 44.324, 3.239, -1.212, 
598.64, 5116.75, 2415.75, 311.448, -270.751, 47.213, 6.128, -2.724, 
607.192, 4596.75, 1851.25, -253.052, -243.367, 40.273, -0.812, -2.702, 
615.744, 4603.5, 1628.75, -475.552, -159.846, 35.381, -5.704, -1.542, 
624.296, 4861, 1525.25, -579.052, -48.178, 31.377, -9.708, 0.49, 
632.848, 4591.5, 1829.75, -274.552, 7.709, 39.851, -1.234, 0.887, 
641.4, 5276.25, 2198.5, 94.198, -5.044, 41.668, 0.583, 0.933, 
649.952, 4721.5, 2098.5, -5.802, 5.709, 44.446, 3.361, 0.464, 
658.504, 4856.25, 1906, -198.302, 56.475, 39.248, -1.836, 1.039, 
667.056, 5128.75, 2194, 89.698, 52.912, 42.778, 1.694, 0.962, 
675.608, 5018.5, 1971.5, -132.802, 93.394, 39.285, -1.8, 1.597, 
684.16, 5277.25, 2450, 345.698, 43.001, 46.426, 5.341, 0.913, 
692.712, 5037.5, 2033.5, -70.802, 76.71, 40.367, -0.718, 1.504, 
701.264, 5151.75, 2084.5, -19.802, 101.863, 40.462, -0.623, 2.151, 
709.816, 4966, 2056, -48.302, 131.696, 41.402, 0.317, 2.657, 
718.368, 5549.5, 2393.75, 289.448, 94.869, 43.135, 2.05, 2.834, 
726.92, 5037.25, 2238.75, 134.448, 87.493, 44.444, 3.359, 2.737, 
735.472, 5097, 2200.5, 96.198, 85.046, 43.172, 2.088, 2.82, 
744.024, 4955, 1956.25, -148.052, 122.88, 39.48, -1.604, 3.463, 
752.576, 4869, 2228.25, 123.948, 96.683, 45.764, 4.679, 2.673, 
761.128, 4882.25, 2564.5, 460.198, -4.338, 52.527, 11.442, 0.421, 
769.68, 5135.75, 2035, -69.302, -10.054, 39.624, -1.461, 0.571, 
778.232, 5134.25, 2434, 329.698, -97.608, 47.407, 6.322, -0.857, 
786.784, 5351, 2064.25, -40.052, -112.972, 38.577, -2.508, -0.591, 
795.336, 5069.5, 2220.75, 116.448, -154.236, 43.806, 2.721, -1.318, 
803.888, 4505.5, 1801, -303.302, -107.651, 39.973, -1.111, -1.218, 
812.44, 4846.25, 1954.75, -149.552, -85.431, 40.335, -0.749, -1.072, 
820.992, 5063, 2018, -86.302, -70.499, 39.858, -1.227, -0.7, 
829.544, 4765.25, 1737.5, -366.802, 0.714, 36.462, -4.623, 0.43, 
838.096, 5300.75, 1923.75, -180.552, 33.327, 36.292, -4.793, 1.612, 
846.648, 5058, 2285, 180.698, -6.647, 45.176, 4.091, 1.066, 
855.2, 5618.75, 2415.75, 311.448, -70.593, 42.994, 1.91, 0.962, 
863.752, 4564.5, 1639.5, -464.802, 16.496, 35.919, -5.166, 2.206, 
872.304, 4635.5, 2135.25, 30.948, 4.453, 46.063, 4.978, 1.436, 
880.856, 4949.75, 2542.5, 438.198, -86.381, 51.366, 10.281, -0.313, 
889.408, 5142.75, 1655.25, -449.052, -5.446, 32.186, -8.899, 1.691, 
897.96, 5004.5, 2075.5, -28.802, -10.593, 41.473, 0.388, 1.824, 
906.512, 4742, 2155.5, 51.198, -35.311, 45.456, 4.371, 1.123, 
915.064, 5385.5, 2129, 24.698, -56.561, 39.532, -1.553, 1.528, 
923.616, 4717.5, 2181.5, 77.198, -85.759, 46.243, 5.158, 0.635, 
932.168, 4670.5, 2255.5, 151.198, -121.697, 48.292, 7.208, -0.522, 
940.72, 4958.75, 1902.75, -201.552, -78.892, 38.372, -2.713, 0.444, 
949.272, 4995.75, 1701.25, -403.052, 10.46, 34.054, -7.031, 2.381, 
957.824, 4519.75, 2007.25, -97.052, 44.46, 44.411, 3.326, 2.401, 
966.376, 5081.25, 1954.5, -149.802, 90.446, 38.465, -2.62, 3.646, 
974.928, 4957.25, 2309.5, 205.198, 68.98, 46.588, 5.504, 3.371, 
983.48, 4739.25, 2061.25, -43.052, 97.612, 43.493, 2.408, 3.768, 
992.032, 5273.75, 2044.25, -60.052, 130.137, 38.763, -2.322, 5.1, 
1000.584, 4886.5, 2615, 510.698, 55.411, 53.515, 12.43, 3.604, 
1009.136, 4754.5, 1866.75, -237.552, 130.981, 39.263, -1.822, 4.924, 
1017.688, 4900.5, 2255.75, 151.448, 134.876, 46.031, 4.946, 4.94, 
1026.24, 4715.25, 2020, -84.302, 188.263, 42.84, 1.755, 5.575, 
1034.792, 4808.25, 2439, 334.698, 165.542, 50.725, 9.641, 4.714, 
1043.344, 4713.75, 2265.75, 161.448, 184.791, 48.067, 6.982, 4.48, 
1051.896, 5012.5, 2059, -45.302, 252.17, 41.077, -0.007, 5.709, 
1060.448, 5191.25, 2411, 306.698, 258.957, 46.444, 5.359, 5.981, 
1069, 4965.5, 2219.5, 115.198, 310.458, 44.698, 3.614, 6.675, 
1077.552, 4383, 1980, -124.302, 411.904, 45.175, 4.09, 7.353, 
1086.104, 5263, 2548.5, 444.198, 404.758, 48.423, 7.338, 7.506, 
1094.656, 5195.75, 2744.75, 640.448, 365.363, 52.827, 11.742, 6.996, 
1103.208, 5386, 2319.25, 214.948, 416.517, 43.061, 1.976, 8.596, 
1111.76, 5067.25, 2455.75, 351.448, 448.414, 48.463, 7.378, 9.329, 
1120.312, 5284.75, 2267, 162.698, 522.475, 42.897, 1.812, 11.261, 
1128.864, 5260.25, 2638.75, 534.448, 529.49, 50.164, 9.079, 11.845, 
1137.416, 4879.5, 2502, 397.698, 569.683, 51.276, 10.191, 12.281, 
1145.968, 4746.5, 2716.25, 611.948, 577.056, 57.226, 16.142, 11.69, 
1154.52, 5217.25, 2606, 501.698, 616.756, 49.95, 8.865, 12.68, 
1163.072, 5081, 2781, 676.698, 634.364, 54.733, 13.649, 12.903, 
1171.624, 4823, 2326.75, 222.448, 748.537, 48.243, 7.158, 14.491, 
1180.176, 5283.75, 2531.25, 426.948, 824.141, 47.906, 6.822, 16.117, 
1188.728, 4694.25, 2826.5, 722.198, 839.156, 60.212, 19.127, 15.279, 
1197.28, 5266.5, 2953.75, 849.448, 825.311, 56.086, 15.001, 15.185, 
1205.832, 5200, 3264.5, 1160.198, 750.291, 62.779, 21.694, 13.791, 
1214.384, 5540.5, 2606.5, 502.198, 803.78, 47.044, 5.96, 15.454, 
1222.936, 5010.5, 2949.5, 845.198, 791.664, 58.866, 17.782, 14.82, 
1231.488, 5168.75, 3270.25, 1165.948, 723.632, 63.27, 22.185, 13.462, 
1240.04, 5126, 2652.25, 547.948, 784.347, 51.741, 10.656, 14.548, 
1248.592, 4992.5, 2601.75, 497.448, 859.675, 52.113, 11.028, 15.738, 
1257.144, 5498.25, 2844, 739.698, 888.659, 51.726, 10.641, 17.112, 
1265.696, 5214.5, 3192.75, 1088.448, 849.669, 61.228, 20.144, 16.716, 
1274.248, 5065, 2575.25, 470.948, 926.637, 50.844, 9.759, 18.338, 
1282.8, 5413, 3014.25, 909.948, 910.012, 55.685, 14.601, 18.898, 
1291.352, 5101.25, 3187.75, 1083.448, 852.904, 62.49, 21.405, 17.992, 
1299.904, 5240.5, 3073, 968.698, 815.406, 58.639, 17.555, 17.724, 
1308.456, 4922, 3449.5, 1345.198, 709.903, 70.083, 28.998, 15.261, 
1317.008, 4770.75, 2444.75, 340.448, 808.222, 51.245, 10.16, 16.59, 
1325.56, 4883.75, 2905.25, 800.948, 825.689, 59.488, 18.403, 16.502, 
1334.112, 4872.75, 2968.25, 863.948, 842.435, 60.915, 19.83, 16.431, 
1342.664, 5409.5, 2648, 543.698, 932.765, 48.951, 7.866, 18.983, 
1351.216, 5269.75, 3094.75, 990.448, 946.907, 58.727, 17.642, 19.884, 
1359.768, 5054, 2694, 589.698, 1046.763, 53.304, 12.22, 22.017, 
1368.32, 4801.75, 2876, 771.698, 1113.442, 59.895, 18.81, 22.959, 
1376.872, 5120.75, 3077.5, 973.198, 1139.48, 60.099, 19.014, 23.882, 
1385.424, 5159.75, 3456.75, 1352.448, 1091.051, 66.995, 25.91, 23.469, 
1393.976, 5229.5, 3174, 1069.698, 1098.279, 60.694, 19.609, 24.27, 
1402.528, 4626, 3053.25, 948.948, 1128.658, 66.002, 24.917, 24.023, 
1411.08, 4857.25, 3287.5, 1183.198, 1113.409, 67.682, 26.598, 23.485, 
1419.632, 5098.5, 3433.5, 1329.198, 1072.755, 67.343, 26.259, 23.105, 
1428.184, 4893.5, 3137.75, 1033.448, 1094.033, 64.121, 23.036, 23.447, 
1436.736, 5131.25, 2981.75, 877.448, 1147.665, 58.11, 17.025, 24.965, 
1445.288, 5089.75, 3154.25, 1049.948, 1167.112, 61.973, 20.888, 25.629, 
1453.84, 5109.25, 3176.75, 1072.448, 1180.244, 62.176, 21.092, 26.09, 
1462.392, 4386.75, 3769.75, 1665.448, 1079.86, 85.935, 44.85, 21.926, 
1470.944, 4812.25, 2812.25, 707.948, 1167.658, 58.439, 17.355, 23.227, 
1479.496, 5307, 3243.75, 1139.448, 1170.938, 61.122, 20.037, 24.095, 
1488.048, 5095, 3271.5, 1167.198, 1168.632, 64.21, 23.125, 24.442, 
1496.6, 5086, 3411.25, 1306.948, 1141.173, 67.071, 25.987, 24.332, 
1505.152, 5043.75, 3306.75, 1202.448, 1138.235, 65.561, 24.477, 24.617, 
1513.704, 5148.75, 3166, 1061.698, 1166.642, 61.491, 20.406, 25.726, 
1522.256, 5158.75, 3075.75, 971.448, 1214.052, 59.622, 18.537, 27.103, 
1530.808, 4523.5, 3203.75, 1099.448, 1235.871, 70.825, 29.74, 26.168, 
1539.36, 4874.5, 3412.75, 1308.448, 1217.348, 70.012, 28.928, 25.323, 
1547.912, 4917.25, 3359.25, 1254.948, 1212.396, 68.316, 27.231, 24.831, 
1556.464, 4866.75, 3460.5, 1356.198, 1194.553, 71.105, 30.02, 23.944, 
1565.016, 4953, 3219.5, 1115.198, 1232.038, 65.001, 23.916, 24.478, 
1573.568, 5023.5, 3291.5, 1187.198, 1263.072, 65.522, 24.437, 25.158, 
1582.12, 5368.25, 2948.75, 844.448, 1363.379, 54.929, 13.845, 28.023, 
1590.672, 5358.75, 3475.25, 1370.948, 1359.692, 64.852, 23.767, 28.931, 
1599.224, 4835.75, 3396.75, 1292.448, 1367.82, 70.242, 29.158, 28.695, 
1607.776, 4944.75, 3340.75, 1236.448, 1381.119, 67.562, 26.477, 28.839, 
1616.328, 5127.5, 3885.75, 1781.448, 1284.865, 75.783, 34.698, 27.252, 
1624.88, 4705.75, 3442.5, 1338.198, 1273.918, 73.155, 32.07, 26.093, 
1633.432, 5124.5, 3290.75, 1186.448, 1290.522, 64.216, 23.131, 26.567, 
1641.984, 5051, 3141, 1036.698, 1331.301, 62.186, 21.101, 27.253, 
1650.536, 4976.5, 3812, 1707.698, 1238.669, 76.6, 35.515, 25.013, 
1659.088, 4700, 3599.25, 1494.948, 1189.741, 76.58, 35.495, 22.84, 
1667.64, 5135.75, 3145, 1040.698, 1231.83, 61.237, 20.153, 23.794, 
1676.192, 5067, 3041.5, 937.198, 1292.799, 60.026, 18.941, 25.078, 
1684.744, 5346, 3509.5, 1405.198, 1260.514, 65.647, 24.562, 25.331, 
1693.296, 5404.5, 3536, 1431.698, 1223.54, 65.427, 24.342, 25.674, 
1701.848, 5127, 3310, 1205.698, 1232.489, 64.56, 23.475, 26.208, 
1710.4, 4742.25, 3243.25, 1138.948, 1255.876, 68.391, 27.306, 26.007, 
1718.952, 5354.25, 3477.5, 1373.198, 1235.999, 64.948, 23.864, 26.477, 
1727.504, 4535.5, 3139.75, 1035.448, 1284.078, 69.226, 28.141, 26.12, 
1736.056, 5073, 3187.5, 1083.198, 1323.834, 62.833, 21.748, 27.006, 
1744.608, 5282.75, 3961, 1856.698, 1219.185, 74.98, 33.895, 25.587, 
1753.16, 4930, 3159.25, 1054.948, 1279.5, 64.082, 22.997, 26.395, 
1761.712, 4658.5, 3154.5, 1050.198, 1345.899, 67.715, 26.63, 26.604, 
1770.264, 4953.5, 3223, 1118.698, 1398.625, 65.065, 23.98, 27.412, 
1778.816, 5130.5, 3320.5, 1216.198, 1427.034, 64.721, 23.636, 28.313, 
1787.368, 5294, 3718.25, 1613.948, 1372.043, 70.235, 29.15, 28.139, 
1795.92, 5150.75, 3462, 1357.698, 1362.252, 67.214, 26.129, 28.539, 
1804.472, 5092.25, 3573, 1468.698, 1328.785, 70.165, 29.081, 28.353, 
1813.024, 5163.75, 3695.75, 1591.448, 1274.971, 71.571, 30.486, 27.929, 
1821.576, 5210.25, 3396.5, 1292.198, 1287.536, 65.189, 24.104, 28.796, 
1830.128, 4369.25, 3422.75, 1318.448, 1305.407, 78.337, 37.252, 27.231, 
1838.68, 5104, 3306.75, 1202.448, 1356.049, 64.787, 23.703, 28.457, 
1847.232, 4680.5, 2857.5, 753.198, 1498.286, 61.051, 19.966, 30.457, 
1855.784, 5122, 3631.25, 1526.948, 1490.593, 70.895, 29.81, 30.509, 
1864.336, 5076.5, 3708.75, 1604.448, 1470.132, 73.057, 31.972, 30.106, 
1872.888, 4863.5, 3441, 1336.698, 1504.365, 70.752, 29.667, 30.113, 
1881.44, 5078.75, 3844.25, 1739.948, 1463.767, 75.693, 34.608, 29.135, 
1889.992, 4836.25, 3191.5, 1087.198, 1550.991, 65.991, 24.906, 29.979, 
1898.544, 5272.75, 3691.75, 1587.448, 1537.76, 70.016, 28.931, 29.906, 
1907.096, 4932.75, 3637.25, 1532.948, 1529.849, 73.737, 32.652, 28.96, 
1915.648, 4864.75, 3603.5, 1499.198, 1520.581, 74.074, 32.989, 27.831, 
1924.2, 5494.75, 3748, 1643.698, 1474.024, 68.211, 27.126, 27.728, 
1932.752, 5023.5, 3624.5, 1520.198, 1442.179, 72.151, 31.066, 26.759, 
1941.304, 5387.25, 3696.75, 1592.448, 1388.339, 68.62, 27.536, 26.401, 
1949.856, 5411.75, 3768.25, 1663.948, 1316.736, 69.631, 28.546, 25.8, 
1958.408, 5062, 3501.25, 1396.948, 1296.977, 69.167, 28.083, 25.287, 
1966.96, 5326, 3476.5, 1372.198, 1284.267, 65.274, 24.189, 25.545, 
1975.512, 5127.5, 3392.25, 1287.948, 1291.262, 66.158, 25.073, 25.645, 
1984.064, 4841.5, 3465.5, 1361.198, 1287.581, 71.579, 30.494, 24.753, 
1992.616, 5263, 3164.75, 1060.448, 1343.462, 60.132, 19.047, 26.141, 
2001.168, 4854.5, 3262.25, 1157.948, 1377.681, 67.201, 26.116, 26.189, 
2009.72, 5277.5, 3358.75, 1254.448, 1389.011, 63.643, 22.558, 26.97, 
2018.272, 5200, 3915, 1810.698, 1293.262, 75.288, 34.204, 25.615, 
2026.824, 5513.25, 3594.25, 1489.948, 1268.253, 65.193, 24.108, 26.434, 
2035.376, 5155, 3211.75, 1107.448, 1327.742, 62.304, 21.219, 28, 
2043.928, 4744, 3196.25, 1091.948, 1397.673, 67.375, 26.29, 28.719, 
2052.48, 5060, 3450.75, 1346.448, 1422.747, 68.197, 27.112, 29.374, 
2061.032, 5144, 3403, 1298.698, 1458.759, 66.155, 25.07, 30.439, 
2069.584, 4785.75, 3128.25, 1023.948, 1543.843, 65.366, 24.281, 31.56, 
2078.136, 5089.75, 3806.5, 1702.198, 1490.513, 74.788, 33.703, 30.715, 
2086.688, 4995.5, 3904, 1799.698, 1415.623, 78.15, 37.066, 29.153, 
2095.24, 5040.75, 3649, 1544.698, 1391.158, 72.39, 31.305, 28.711, 
2103.792, 4864.25, 3405.5, 1301.198, 1414.857, 70.011, 28.926, 28.738, 
2112.344, 5035.75, 3234.75, 1130.448, 1469.748, 64.236, 23.151, 29.835, 
2120.896, 5185.5, 3786.75, 1682.448, 1416.221, 73.026, 31.941, 29.148, 
2129.448, 5007, 3780.25, 1675.948, 1367.903, 75.499, 34.414, 27.977, 
2138, 5055.25, 3397.25, 1292.948, 1399.98, 67.202, 26.118, 28.451, 
2146.552, 4828, 3274.5, 1170.198, 1459.519, 67.823, 26.738, 28.832, 
2155.104, 4645.5, 3465.25, 1360.948, 1483.094, 74.594, 33.509, 27.967, 
2163.656, 5513.25, 3558.25, 1453.948, 1488.909, 64.54, 23.455, 29.129, 
2172.208, 5177.75, 3787, 1682.698, 1452.031, 73.14, 32.055, 28.676, 
2180.76, 5201.25, 3382.75, 1278.448, 1495.079, 65.037, 23.952, 29.816, 
2189.312, 5170.25, 3458.75, 1354.448, 1521.945, 66.897, 25.812, 30.528, 
2197.864, 5027.75, 3756.5, 1652.198, 1489.443, 74.715, 33.631, 29.649, 
2206.416, 5008, 3466.25, 1361.948, 1511.616, 69.214, 28.129, 29.79, 
2214.968, 5031, 4035.75, 1931.448, 1423.181, 80.218, 39.133, 27.818, 
2223.52, 4884.5, 3276.5, 1172.198, 1481.296, 67.08, 25.995, 28.457, 
2232.072, 5277.75, 3433.5, 1329.198, 1502.301, 65.056, 23.971, 29.452, 
2240.624, 5380, 3528.25, 1423.948, 1494.702, 65.581, 24.496, 30.193, 
2249.176, 5326, 3997.5, 1893.198, 1387.933, 75.056, 33.972, 28.919, 
2257.728, 4674, 3568, 1463.698, 1360.71, 76.337, 35.252, 27.314, 
2266.28, 5218.25, 3440, 1335.698, 1356.426, 65.922, 24.838, 27.704, 
2274.832, 5128, 3733.5, 1629.198, 1297.674, 72.806, 31.721, 26.792, 
2283.384, 4898.75, 3731.25, 1626.948, 1248.638, 76.167, 35.083, 25.398, 
2291.936, 4899.75, 2866.25, 761.948, 1376.255, 58.498, 17.413, 27.617, 
2300.488, 5302.75, 3399.5, 1295.198, 1404.973, 64.108, 23.023, 28.828, 
2309.04, 5033, 3401, 1296.698, 1436.906, 67.574, 26.489, 29.395, 
2317.592, 4851.5, 3396.75, 1292.448, 1471.656, 70.014, 28.93, 29.508, 
2326.144, 5129, 3739.75, 1635.448, 1442.569, 72.914, 31.829, 29.107, 
2334.696, 4953.25, 3432.5, 1328.198, 1476.609, 69.298, 28.213, 29.478, 
2343.248, 4993.75, 3398.25, 1293.948, 1518.88, 68.05, 26.965, 30.146, 
2351.8, 5341.25, 3692.5, 1588.198, 1505.639, 69.132, 28.047, 30.635, 
2360.352, 4851.25, 3570.5, 1466.198, 1518.843, 73.6, 32.515, 30.304, 
2368.904, 5145.75, 3762, 1657.698, 1498.612, 73.109, 32.024, 30.145, 
2377.456, 5163.5, 3482.5, 1378.198, 1535.19, 67.445, 26.36, 31.119, 
2386.008, 4806.5, 3480.25, 1375.948, 1569.817, 72.407, 31.322, 31.082, 
2394.56, 5299.25, 3581.5, 1477.198, 1577.057, 67.585, 26.5, 31.839, 
2403.112, 5069.75, 3586.75, 1482.448, 1571.083, 70.748, 29.663, 31.742, 
2411.664, 4785.25, 3889.5, 1785.198, 1493.367, 81.281, 40.196, 29.396, 
2420.216, 5447.25, 3821.5, 1717.198, 1419.001, 70.155, 29.07, 29.077, 
2428.768, 4814.75, 3816.75, 1712.448, 1340.561, 79.272, 38.187, 26.95, 
2437.32, 5192, 3555.25, 1450.948, 1312.477, 68.476, 27.391, 26.977, 
2445.872, 5135, 3489.5, 1385.198, 1299.888, 67.955, 26.87, 27.178, 
2454.424, 5497.5, 3512.5, 1408.198, 1288.485, 63.893, 22.808, 28.21, 
2462.976, 4530.75, 3388, 1283.698, 1308.381, 74.778, 33.693, 27.182, 
2471.528, 5021, 2969.25, 864.948, 1413.211, 59.137, 18.052, 29.206, 
2480.08, 4869.25, 3749, 1644.698, 1368.973, 76.993, 35.909, 27.76, 
2488.632, 5215.25, 3291.25, 1186.948, 1416.713, 63.108, 22.023, 29.017, 
2497.184, 4613.75, 3223.25, 1118.948, 1478.17, 69.862, 28.777, 28.947, 
2505.736, 5147.75, 3857.5, 1753.198, 1419.24, 74.936, 33.851, 27.95, 
2514.288, 5376.25, 3773, 1668.698, 1385.743, 70.179, 29.094, 28.019, 
2522.84, 4889, 3260, 1155.698, 1461.691, 66.68, 25.596, 28.923, 
2531.392, 4990.5, 3252.5, 1148.198, 1544.319, 65.174, 24.089, 30.23, 
2539.944, 4940.5, 3402, 1297.698, 1598.271, 68.859, 27.775, 30.887, 
2548.496, 5193.75, 3952.5, 1848.198, 1545.264, 76.101, 35.016, 30.22, 
2557.048, 5352, 3468.75, 1364.448, 1585.467, 64.812, 23.727, 31.786, 
2565.6, 4971.5, 3624.5, 1520.198, 1591.358, 72.906, 31.821, 31.732, 
2574.152, 5384.5, 3911.25, 1806.948, 1537.346, 72.639, 31.554, 31.636, 
2582.704, 4902.25, 3447, 1342.698, 1568.261, 70.315, 29.23, 31.834, 
2591.256, 4985.5, 3712.5, 1608.198, 1541.294, 74.466, 33.381, 31.045, 
2599.808, 5354.75, 3909.25, 1804.948, 1473.612, 73.005, 31.92, 30.396, 
2608.36, 4611.25, 3848.5, 1744.198, 1421.231, 83.459, 42.374, 27.722, 
2616.912, 5095.75, 3368.25, 1263.948, 1467.936, 66.099, 25.014, 28.541, 
2625.464, 4968.5, 3554, 1449.698, 1484.346, 71.531, 30.446, 28.462, 
2634.016, 5210.5, 3549.5, 1445.198, 1508.031, 68.122, 27.037, 29.231, 
2642.568, 5373.25, 3384.25, 1279.948, 1568.929, 62.983, 21.898, 31.133, 
2651.12, 5127.75, 3687.5, 1583.198, 1575.142, 71.913, 30.828, 31.392, 
2659.672, 4968.25, 3515.25, 1410.948, 1618.015, 70.754, 29.669, 31.955, 
2668.224, 5199.75, 3833.25, 1728.948, 1601.202, 73.72, 32.635, 31.992, 
2676.776, 5187.75, 3683.5, 1579.198, 1613.741, 71.004, 29.919, 32.542, 
2685.328, 4844, 3335, 1230.698, 1687.21, 68.848, 27.763, 33.358, 
2693.88, 5107.5, 3839, 1734.698, 1649.93, 75.164, 34.079, 32.68, 
2702.432, 5323.5, 3869.25, 1764.948, 1592.858, 72.682, 31.598, 32.15, 
2710.984, 4907.5, 4056.75, 1952.448, 1488.677, 82.664, 41.579, 29.396, 
2719.536, 4851, 3320, 1215.698, 1519.184, 68.439, 27.355, 29.203, 
2728.088, 5256, 4411.25, 2306.948, 1337.785, 83.928, 42.843, 25.969, 
2736.64, 5072.75, 3786, 1681.698, 1290.765, 74.634, 33.549, 24.752, 
2745.192, 5061, 3073.75, 969.448, 1397.507, 60.734, 19.649, 26.522, 
