Time, R, G, dG, f(dG), G/R, dG/R, f(dG/R), 
ms, AFU, AFU, AFU, AFU, %, %, AFU, 
LineScan-08092022-1225-528, , , , filtered, , , filtered, 
7902.048, 4692, 1922.25, -182.052, 114.394, 40.969, -0.116, 2.91, 
7910.6, 5055.75, 2460.25, 355.948, 54.494, 48.662, 7.578, 1.894, 
7919.152, 5304.75, 2279.5, 175.198, 30.475, 42.971, 1.886, 2.06, 
7927.704, 4779.75, 2008.25, -96.052, 59.85, 42.016, 0.931, 2.491, 
7936.256, 5121.25, 2203.5, 99.198, 51.327, 43.027, 1.942, 2.801, 
7944.808, 5365.5, 2128.75, 24.448, 57.364, 39.675, -1.41, 3.8, 
7953.36, 4678.75, 2226.75, 122.448, 44.692, 47.593, 6.508, 3.291, 
7961.912, 4758.25, 2030.5, -73.802, 70.127, 42.673, 1.588, 3.773, 
7970.464, 5278.75, 2207.25, 102.948, 61.259, 41.814, 0.729, 4.42, 
7979.016, 4750.25, 2152.5, 48.198, 64.421, 45.313, 4.229, 4.375, 
7987.568, 4689.75, 2254.75, 150.448, 51.194, 48.078, 6.993, 3.825, 
7996.12, 4728, 2374, 269.698, 21.639, 50.212, 9.127, 2.968, 
8004.672, 4726.75, 1703, -401.302, 127.588, 36.029, -5.056, 4.946, 
8013.224, 4898.75, 2059.25, -45.052, 165.158, 42.036, 0.951, 5.746, 
8021.776, 4741, 2494.25, 389.948, 120.161, 52.61, 11.525, 4.511, 
8030.328, 4868.5, 2076, -28.302, 159.229, 42.641, 1.557, 5.263, 
8038.88, 4769.25, 2240, 135.698, 168.024, 46.968, 5.883, 5.214, 
8047.432, 4934.5, 2310.5, 206.198, 164.343, 46.823, 5.739, 5.237, 
8055.984, 4939.25, 2137.75, 33.448, 193.429, 43.281, 2.196, 5.952, 
8064.536, 4950.25, 2258.5, 154.198, 195.237, 45.624, 4.539, 6.154, 
8073.088, 4807.5, 2466.25, 361.948, 151.906, 51.3, 10.215, 5.188, 
8081.64, 4975.75, 2007, -97.302, 190.389, 40.336, -0.749, 6.242, 
8090.192, 4840, 2378.5, 274.198, 147.519, 49.143, 8.058, 5.439, 
8098.744, 4893.25, 2599.5, 495.198, 56.652, 53.124, 12.039, 3.798, 
8107.296, 4912.25, 2329.5, 225.198, 18.186, 47.422, 6.337, 3.285, 
8115.848, 4947.25, 2129.75, 25.448, 20.502, 43.049, 1.964, 3.654, 
8124.4, 4885.25, 2204.5, 100.198, 11.006, 45.126, 4.041, 3.64, 
8132.952, 4487.5, 2017.25, -87.052, 39.7, 44.953, 3.868, 3.668, 
8141.504, 4788.75, 1996.75, -107.552, 71.43, 41.697, 0.612, 4.301, 
8150.056, 4837.5, 1931.75, -172.552, 111.785, 39.933, -1.152, 5.188, 
8158.608, 4566.25, 2616.75, 512.448, 17.692, 57.306, 16.222, 2.694, 
8167.16, 5107, 2206.75, 102.448, 6.76, 43.21, 2.125, 3.045, 
8175.712, 4752.5, 2005.5, -98.802, 38.692, 42.199, 1.114, 3.696, 
8184.264, 4824, 2128, 23.698, , 44.113, 3.028, , 
8192.816, 4746, 2317.75, 213.448, , 48.836, 7.751, , 
8201.368, 4711.5, 1454, -650.302, , 30.861, -10.224, , 
8209.92, 5175.5, 2475.5, 371.198, , 47.831, 6.746, , 
8218.472, 4421.25, 2405.5, 301.198, , 54.408, 13.323, , 
8227.024, 5114, 2431.25, 326.948, , 47.541, 6.456, , 
8235.576, 4313.25, 1757.75, -346.552, , 40.752, -0.332, , 
8244.128, 4685, 2822, 717.698, , 60.235, 19.15, , 
8252.68, 4844.5, 1598, -506.302, , 32.986, -8.099, , 
8261.232, 4575.25, 1596, -508.302, , 34.883, -6.201, , 
8269.784, 4633.25, 2375.5, 271.198, , 51.271, 10.186, , 
8278.336, 4975.25, 2584, 479.698, , 51.937, 10.852, , 
8286.888, 4602.75, 2055, -49.302, , 44.647, 3.562, , 
8295.44, 5074.5, 2165.75, 61.448, , 42.679, 1.594, , 
8303.992, 5083.5, 2142.5, 38.198, , 42.146, 1.061, , 
8312.544, 5174.75, 2206, 101.698, , 42.63, 1.545, , 
8321.096, 5264, 2076.5, -27.802, , 39.447, -1.638, , 
8329.648, 4995.75, 1800.25, -304.052, , 36.036, -5.049, , 
8338.2, 5164.75, 2474.75, 370.448, , 47.916, 6.831, , 
8346.752, 4687.75, 2596.25, 491.948, , 55.384, 14.299, , 
8355.304, 4898.5, 1700.25, -404.052, , 34.71, -6.375, , 
8363.856, 4867.75, 2247, 142.698, , 46.161, 5.076, , 
8372.408, 4948, 1951, -153.302, , 39.43, -1.655, , 
8380.96, 4972.25, 1965.5, -138.802, , 39.529, -1.555, , 
8389.512, 4622.5, 1975.25, -129.052, , 42.731, 1.646, , 
8398.064, 4844.75, 1695.75, -408.552, , 35.002, -6.083, , 
8406.616, 4714, 2120.75, 16.448, , 44.988, 3.904, , 
8415.168, 4870.75, 2187.25, 82.948, , 44.906, 3.821, , 
8423.72, 4464.25, 1911.5, -192.802, , 42.818, 1.733, , 
8432.272, 4727.5, 2074.5, -29.802, , 43.882, 2.797, , 
8440.824, 5010, 1604.5, -499.802, , 32.026, -9.059, , 
8449.376, 5001.75, 1761.75, -342.552, , 35.223, -5.862, , 
8457.928, 4853.25, 2646, 541.698, , 54.52, 13.435, , 
8466.48, 4909.25, 2404.25, 299.948, , 48.974, 7.889, , 
8475.032, 4663.75, 2156.25, 51.948, , 46.234, 5.149, , 
8483.584, 4993.75, 2119.75, 15.448, , 42.448, 1.363, , 
8492.136, 4654.5, 2170.75, 66.448, , 46.638, 5.553, , 
8500.688, 5087.5, 2398.75, 294.448, , 47.15, 6.065, , 
8509.24, 5028.75, 2387.75, 283.448, , 47.482, 6.397, , 
8517.792, 4624.25, 2365.25, 260.948, , 51.149, 10.064, , 
8526.344, 4518.25, 2190.25, 85.948, , 48.476, 7.391, , 
8534.896, 4845.75, 2314.25, 209.948, , 47.758, 6.674, , 
8543.448, 5248.25, 2106.5, 2.198, , 40.137, -0.948, , 
