Time, G, dG, f(dG), 
ms, AFU, AFU, AFU, 
LineScan-02132019-1317-2778, , , filtered, 
2952.728, 3014.385, 1961.379, 1924.525, 
2957.767, 3013.885, 1960.879, 1919, 
2962.806, 3010.5, 1957.495, 1913.488, 
2967.845, 2966.5, 1913.495, 1912.577, 
2972.884, 2914.038, 1861.033, 1917.012, 
2977.922, 2996.615, 1943.61, 1911.088, 
2982.961, 2939.962, 1886.956, 1910.684, 
2988, 3002.846, 1949.841, 1901.974, 
2993.039, 3019.885, 1966.879, 1890.298, 
2998.077, 2992.692, 1939.687, 1880.846, 
3003.116, 2937.308, 1884.302, 1876.9, 
3008.155, 2997.115, 1944.11, 1865.313, 
3013.194, 2997.115, 1944.11, 1853.185, 
3018.233, 2956.231, 1903.225, 1845.418, 
3023.271, 2963.154, 1910.148, 1836.689, 
3028.31, 2916.615, 1863.61, 1833.27, 
3033.349, 2907.077, 1854.071, 1830.953, 
3038.388, 2890.231, 1837.225, 1830.577, 
3043.427, 2817.154, 1764.148, 1838.472, 
3048.465, 2885.923, 1832.918, 1838.19, 
3053.504, 2921.808, 1868.802, 1833.512, 
3058.543, 2890.423, 1837.418, 1832.186, 
3063.582, 2859.5, 1806.495, 1834.09, 
3068.62, 2948.769, 1895.764, 1825.417, 
3073.659, 2913.308, 1860.302, 1820.593, 
3078.698, 2842.154, 1789.148, 1823.655, 
3083.737, 2894.038, 1841.033, 1820.36, 
3088.776, 2876.962, 1823.956, 1818.585, 
3093.814, 2889.192, 1836.187, 1814.91, 
3098.853, 2858.885, 1805.879, 1814.157, 
3103.892, 2907.308, 1854.302, 1807.249, 
3108.931, 2862.769, 1809.764, 1804.877, 
3113.97, 2867.538, 1814.533, 1801.349, 
3119.008, 2885.923, 1832.918, 1795.142, 
3124.047, 2890.692, 1837.687, 1787.928, 
3129.086, 2871.654, 1818.648, 1782.565, 
3134.125, 2916.462, 1863.456, 1771.888, 
3139.163, 2797.731, 1744.725, 1774.789, 
3144.202, 2840.654, 1787.648, 1772.672, 
3149.241, 2870.308, 1817.302, 1767.149, 
3154.28, 2824, 1770.995, 1767.008, 
3159.319, 2835.385, 1782.379, 1765.604, 
3164.357, 2825.577, 1772.571, 1765.341, 
3169.396, 2756.692, 1703.687, 1772.85, 
3174.435, 2808.846, 1755.841, 1774.015, 
3179.474, 2832.269, 1779.264, 1772.039, 
3184.513, 2831, 1777.995, 1769.691, 
3189.551, 2795.115, 1742.11, 1770.843, 
3194.59, 2872.5, 1819.495, 1762.432, 
3199.629, 2871.5, 1818.495, 1753.552, 
3204.668, 2823.115, 1770.11, 1749.684, 
3209.706, 2817.077, 1764.071, 1745.932, 
3214.745, 2830.654, 1777.648, 1740.04, 
3219.784, 2832.077, 1779.071, 1733.45, 
3224.823, 2776.5, 1723.495, 1732.709, 
3229.862, 2779.154, 1726.148, 1731.069, 
3234.9, 2851.654, 1798.648, 1720.58, 
3239.939, 2818, 1764.995, 1713.608, 
3244.978, 2781.846, 1728.841, 1710.521, 
3250.017, 2816.231, 1763.225, 1703.296, 
3255.056, 2779.923, 1726.918, 1700.142, 
3260.094, 2771.769, 1718.764, 1697.834, 
3265.133, 2735.192, 1682.187, 1699.572, 
3270.172, 2743.808, 1690.802, 1700.043, 
3275.211, 2748.385, 1695.379, 1699.6, 
3280.249, 2742.154, 1689.148, 1699.371, 
3285.288, 2751.5, 1698.495, 1697.459, 
3290.327, 2794.654, 1741.648, 1689.955, 
3295.366, 2717.615, 1664.61, 1690.626, 
3300.405, 2806.846, 1753.841, 1680.344, 
3305.443, 2759.038, 1706.033, 1674.93, 
3310.482, 2755, 1701.995, 1669.369, 
3315.521, 2749.808, 1696.802, 1663.823, 
3320.56, 2778.923, 1725.918, 1654.431, 
3325.599, 2713.115, 1660.11, 1652.158, 
3330.637, 2703.346, 1650.341, 1650.531, 
3335.676, 2780.385, 1727.379, 1639.65, 
3340.715, 2664.077, 1611.071, 1641.79, 
3345.754, 2733.5, 1680.495, 1635.597, 
3350.792, 2723.692, 1670.687, 1630.271, 
3355.831, 2665.385, 1612.379, 1631.399, 
3360.87, 2728, 1674.995, 1625.097, 
3365.909, 2751.692, 1698.687, 1615.975, 
3370.948, 2629.885, 1576.879, 1620.752, 
3375.986, 2665.962, 1612.956, 1621.134, 
3381.025, 2681.154, 1628.148, 1619.444, 
3386.064, 2643.615, 1590.61, 1621.627, 
3391.103, 2714.269, 1661.264, 1615.177, 
3396.142, 2634.308, 1581.302, 1617.331, 
3401.18, 2713.346, 1660.341, 1609.741, 
3406.219, 2720.308, 1667.302, 1600.753, 
3411.258, 2640.962, 1587.956, 1600.265, 
3416.297, 2692.538, 1639.533, 1593.173, 
3421.335, 2693.423, 1640.418, 1585.345, 
3426.374, 2618.5, 1565.495, 1585.454, 
3431.413, 2638.654, 1585.648, 1582.477, 
3436.452, 2679.731, 1626.725, 1574.031, 
3441.491, 2743.808, 1690.802, 1557.667, 
3446.529, 2571, 1517.995, 1560.694, 
3451.568, 2704.577, 1651.571, 1547.92, 
3456.607, 2601.846, 1548.841, 1546.605, 
3461.646, 2620.269, 1567.264, 1542.804, 
3466.685, 2607.577, 1554.571, 1540.093, 
3471.723, 2601.962, 1548.956, 1537.641, 
3476.762, 2605.885, 1552.879, 1534.338, 
3481.801, 2624.538, 1571.533, 1528.516, 
3486.84, 2586.962, 1533.956, 1526.646, 
3491.878, 2640.923, 1587.918, 1518.239, 
3496.917, 2501.308, 1448.302, 1525.476, 
3501.956, 2639.5, 1586.495, 1516.352, 
3506.995, 2559.731, 1506.725, 1515.958, 
3512.034, 2568.154, 1515.148, 1514.111, 
3517.072, 2601.654, 1548.648, 1507.958, 
3522.111, 2594.769, 1541.764, 1502.227, 
3527.15, 2596.5, 1543.495, 1496.017, 
3532.189, 2628.077, 1575.071, 1486.031, 
3537.228, 2528.077, 1475.071, 1487.426, 
3542.266, 2501.038, 1448.033, 1491.662, 
3547.305, 2539.5, 1486.495, 1491.064, 
3552.344, 2580, 1526.995, 1485.363, 
3557.383, 2489.923, 1436.918, 1489.485, 
3562.421, 2571.462, 1518.456, 1483.616, 
3567.46, 2583.115, 1530.11, 1475.863, 
3572.499, 2550.346, 1497.341, 1471.4, 
3577.538, 2546.385, 1493.379, 1466.957, 
3582.577, 2533.846, 1480.841, 1463.562, 
3587.615, 2577.192, 1524.187, 1454.889, 
3592.654, 2504.962, 1451.956, 1454.298, 
3597.693, 2551.346, 1498.341, 1448.191, 
3602.732, 2556.846, 1503.841, 1441.376, 
3607.771, 2496.654, 1443.648, 1441.428, 
3612.809, 2386.846, 1333.841, 1453.833, 
3617.848, 2568.115, 1515.11, 1444.999, 
3622.887, 2484.923, 1431.918, 1445.348, 
3627.926, 2518.962, 1465.956, 1441.361, 
3632.964, 2485.692, 1432.687, 1440.748, 
3638.003, 2551.462, 1498.456, 1432.151, 
3643.042, 2489.962, 1436.956, 1430.254, 
3648.081, 2526.846, 1473.841, 1423.772, 
3653.12, 2461.154, 1408.148, 1424.501, 
3658.158, 2496.154, 1443.148, 1420.831, 
3663.197, 2473.308, 1420.302, 1419.408, 
3668.236, 2470.615, 1417.61, 1417.89, 
3673.275, 2565.385, 1512.379, 1405.175, 
3678.314, 2505.077, 1452.071, 1399.243, 
3683.352, 2426.423, 1373.418, 1402.156, 
3688.391, 2428.115, 1375.11, 1404.513, 
3693.43, 2483.846, 1430.841, 1400.014, 
3698.469, 2410, 1356.995, 1403.451, 
3703.507, 2480.154, 1427.148, 1398.172, 
3708.546, 2502.731, 1449.725, 1389.699, 
3713.585, 2452.577, 1399.571, 1386.43, 
3718.624, 2451, 1397.995, 1382.77, 
3723.663, 2494.5, 1441.495, 1373.603, 
3728.701, 2472.538, 1419.533, 1366.572, 
3733.74, 2453.808, 1400.802, 1361.38, 
3738.779, 2377.038, 1324.033, 1364.657, 
3743.818, 2430.154, 1377.148, 1361.407, 
3748.857, 2503.846, 1450.841, 1349.389, 
3753.895, 2393.154, 1340.148, 1349.894, 
3758.934, 2391.692, 1338.687, 1350.306, 
3763.973, 2419.615, 1366.61, 1347.238, 
3769.012, 2416.423, 1363.418, 1344.303, 
3774.05, 2397.269, 1344.264, 1343.35, 
3779.089, 2430.269, 1377.264, 1338.418, 
3784.128, 2429.885, 1376.879, 1333.424, 
3789.167, 2403.038, 1350.033, 1331.444, 
3794.206, 2356.654, 1303.648, 1334.643, 
3799.244, 2369.654, 1316.648, 1336.055, 
3804.283, 2422.423, 1369.418, 1331.056, 
3809.322, 2334.308, 1281.302, 1335.74, 
3814.361, 2457, 1403.995, 1325.823, 
3819.4, 2349.192, 1296.187, 1327.79, 
3824.438, 2403.462, 1350.456, 1322.931, 
3829.477, 2373.308, 1320.302, 1320.933, 
3834.516, 2421.346, 1368.341, 1312.833, 
3839.555, 2420.192, 1367.187, 1304.401, 
3844.593, 2351.692, 1298.687, 1303.415, 
3849.632, 2430.115, 1377.11, 1293.043, 
3854.671, 2376.385, 1323.379, 1288.579, 
3859.71, 2317.962, 1264.956, 1290.513, 
3864.749, 2362.692, 1309.687, 1286.924, 
3869.787, 2361.923, 1308.918, 1283.05, 
3874.826, 2336.538, 1283.533, 1281.706, 
3879.865, 2320.577, 1267.571, 1281.756, 
3884.904, 2341.269, 1288.264, 1278.966, 
3889.943, 2392.846, 1339.841, 1269.89, 
3894.981, 2350.077, 1297.071, 1265.515, 
3900.02, 2349.231, 1296.225, 1261.119, 
3905.059, 2356.077, 1303.071, 1255.934, 
3910.098, 2314.808, 1261.802, 1255.558, 
3915.136, 2273.5, 1220.495, 1259.949, 
3920.175, 2284.769, 1231.764, 1262.968, 
3925.214, 2383.846, 1330.841, 1254.572, 
3930.253, 2289, 1235.995, 1257.104, 
3935.292, 2304.692, 1251.687, 1257.783, 
3940.33, 2323.308, 1270.302, 1256.227, 
3945.369, 2294.654, 1241.648, 1257.794, 
3950.408, 2306.5, 1253.495, 1257.715, 
3955.447, 2294.885, 1241.879, 1258.564, 
3960.486, 2297.269, 1244.264, 1258.593, 
3965.524, 2352.731, 1299.725, 1251.65, 
3970.563, 2301.962, 1248.956, 1249.916, 
3975.602, 2322.654, 1269.648, 1245.126, 
3980.641, 2307.385, 1254.379, 1241.398, 
3985.679, 2349.769, 1296.764, 1232.156, 
3990.718, 2308.615, 1255.61, 1227.094, 
3995.757, 2300.885, 1247.879, 1222.423, 
4000.796, 2327.154, 1274.148, 1214.342, 
4005.835, 2305.692, 1252.687, 1208.474, 
4010.873, 2270.269, 1217.264, 1206.498, 
4015.912, 2322.192, 1269.187, 1198.471, 
4020.951, 2259.269, 1206.264, 1197.678, 
4025.99, 2257.5, 1204.495, 1197.068, 
4031.029, 2221.269, 1168.264, 1200.524, 
4036.067, 2278.269, 1225.264, 1197.262, 
4041.106, 2194.923, 1141.918, 1203.316, 
4046.145, 2256.423, 1203.418, 1201.907, 
4051.184, 2273.077, 1220.071, 1198.182, 
4056.222, 2256.808, 1203.802, 1195.933, 
4061.261, 2299.077, 1246.071, 1188.485, 
4066.3, 2252.692, 1199.687, 1186.094, 
4071.339, 2244.423, 1191.418, 1184.37, 
4076.378, 2290.615, 1237.61, 1177.101, 
4081.416, 2243.885, 1190.879, 1175.018, 
4086.455, 2191.423, 1138.418, 1178.688, 
4091.494, 2254.385, 1201.379, 1174.763, 
4096.533, 2240.462, 1187.456, 1172.072, 
4101.572, 2195.462, 1142.456, 1174.101, 
4106.61, 2257.885, 1204.879, 1168.441, 
4111.649, 2282.885, 1229.879, 1159.461, 
4116.688, 2204.615, 1151.61, 1159.032, 
4121.727, 2280.654, 1227.648, 1149.412, 
4126.765, 2197.192, 1144.187, 1148.935, 
4131.804, 2149.385, 1096.379, 1153.33, 
4136.843, 2204.308, 1151.302, 1150.651, 
4141.882, 2236.5, 1183.495, 1143.537, 
4146.921, 2276.5, 1223.495, 1131.259, 
4151.959, 2224.385, 1171.379, 1124.598, 
4156.998, 2223.154, 1170.148, 1117.851, 
4162.037, 2207.846, 1154.841, 1112.78, 
4167.076, 2158.423, 1105.418, 1113.374, 
4172.115, 2200.846, 1147.841, 1109.13, 
4177.153, 2188.538, 1135.533, 1106.434, 
4182.192, 2165.423, 1112.418, 1106.557, 
4187.231, 2143, 1089.995, 1109.369, 
4192.27, 2121.308, 1068.302, 1114.658, 
4197.308, 2150.923, 1097.918, 1116.393, 
4202.347, 2153.462, 1100.456, 1117.597, 
4207.386, 2162.731, 1109.725, 1117.425, 
4212.425, 2214.423, 1161.418, 1111.015, 
4217.464, 2179.231, 1126.225, 1108.403, 
4222.502, 2166.308, 1113.302, 1107.017, 
4227.541, 2147.269, 1094.264, 1107.509, 
4232.58, 2165.654, 1112.648, 1105.54, 
4237.619, 2184.077, 1131.071, 1101.133, 
4242.658, 2173.423, 1120.418, 1097.684, 
4247.696, 2173.615, 1120.61, 1093.998, 
4252.735, 2156.269, 1103.264, 1092.13, 
4257.774, 2174.423, 1121.418, 1088.042, 
4262.813, 2165.769, 1112.764, 1084.877, 
4267.851, 2121.385, 1068.379, 1086.729, 
4272.89, 2130.885, 1077.879, 1087.339, 
4277.929, 2114.192, 1061.187, 1089.644, 
4282.968, 2192.538, 1139.533, 1082.734, 
4288.007, 2155.654, 1102.648, 1079.926, 
4293.045, 2142.962, 1089.956, 1078.443, 
4298.084, 2134.615, 1081.61, 1077.751, 
4303.123, 2107.654, 1054.648, 1079.91, 
4308.162, 2094.077, 1041.071, 1083.251, 
4313.201, 2194.923, 1141.918, 1074.615, 
4318.239, 2122.769, 1069.764, 1073.946, 
4323.278, 2157.577, 1104.571, 1068.96, 
4328.317, 2156.692, 1103.687, 1063.832, 
4333.356, 2135.423, 1082.418, 1060.955, 
4338.394, 2114.115, 1061.11, 1060.327, 
4343.433, 2108.692, 1055.687, 1060.086, 
4348.472, 2105.423, 1052.418, 1059.94, 
4353.511, 2136.077, 1083.071, 1055.993, 
4358.55, 2127.769, 1074.764, 1052.765, 
4363.588, 2145, 1091.995, 1047.373, 
4368.627, 2098.577, 1045.571, 1047.151, 
4373.666, 2136.308, 1083.302, 1042.42, 
4378.705, 2048.885, 995.879, 1047.496, 
4383.744, 2102.962, 1049.956, 1045.995, 
4388.782, 2135.654, 1082.648, 1040.383, 
4393.821, 2058.962, 1005.956, 1043.203, 
4398.86, 2108.577, 1055.571, 1039.876, 
4403.899, 2136.731, 1083.725, 1032.939, 
4408.937, 2147.5, 1094.495, 1024.533, 
4413.976, 2059.269, 1006.264, 1026.088, 
4419.015, 2069.423, 1016.418, 1026.24, 
4424.054, 2150.577, 1097.571, 1016.905, 
4429.093, 2056.269, 1003.264, 1018.324, 
4434.131, 2080.808, 1027.802, 1016.799, 
4439.17, 2079.769, 1026.764, 1015.269, 
4444.209, 2090.538, 1037.533, 1012.388, 
4449.248, 2002.577, 949.571, 1019.406, 
4454.287, 2091.154, 1038.148, 1015.932, 
4459.325, 2094.654, 1041.648, 1011.783, 
4464.364, 2084.423, 1031.418, 1008.569, 
4469.403, 2075.808, 1022.802, 1006.113, 
4474.442, 2060.923, 1007.918, 1005.111, 
4479.48, 2061.538, 1008.533, 1003.741, 
4484.519, 2086.654, 1033.648, 999.183, 
4489.558, 2030.923, 977.918, 1000.695, 
4494.597, 2068.5, 1015.495, 997.497, 
4499.636, 2066.5, 1013.495, 994.15, 
4504.674, 2057.692, 1004.687, 991.447, 
4509.713, 2065.385, 1012.379, 987.518, 
4514.752, 2061.923, 1008.918, 983.69, 
4519.791, 2055.885, 1002.879, 980.3, 
4524.83, 2079.308, 1026.302, 974.032, 
4529.868, 2023.308, 970.302, 974.042, 
4534.907, 2037.192, 984.187, 972.256, 
4539.946, 2023.462, 970.456, 971.804, 
4544.985, 2038.462, 985.456, 969.336, 
4550.023, 2018.077, 965.071, 968.864, 
4555.062, 2056.962, 1003.956, 963.543, 
4560.101, 1959.538, 906.533, 968.943, 
4565.14, 2045.308, 992.302, 963.898, 
4570.179, 2062.615, 1009.61, 956.342, 
4575.217, 2040.923, 987.918, 950.835, 
4580.256, 1997.346, 944.341, 949.909, 
4585.295, 2028.654, 975.648, 944.972, 
4590.334, 2053.577, 1000.571, 936.88, 
4595.373, 2028.5, 975.495, 931.515, 
4600.411, 1980.769, 927.764, 931.529, 
4605.45, 2008.462, 955.456, 928.278, 
4610.489, 1960.923, 907.918, 930.413, 
4615.528, 2021.5, 968.495, 925.53, 
4620.566, 1979.038, 926.033, 925.526, 
4625.605, 1974.885, 921.879, , 
4630.644, 1959.231, 906.225, , 
4635.683, 1949.462, 896.456, , 
4640.722, 2041.462, 988.456, , 
4645.76, 2044.846, 991.841, , 
4650.799, 1916.769, 863.764, , 
4655.838, 1949.808, 896.802, , 
4660.877, 1976.538, 923.533, , 
4665.916, 1953, 899.995, , 
4670.954, 2003.462, 950.456, , 
4675.993, 2019.538, 966.533, , 
4681.032, 1935.846, 882.841, , 
4686.071, 2004.346, 951.341, , 
4691.109, 1972.231, 919.225, , 
4696.148, 1996.192, 943.187, , 
4701.187, 2005.5, 952.495, , 
4706.226, 1943.692, 890.687, , 
4711.265, 1982.346, 929.341, , 
4716.303, 1980.231, 927.225, , 
4721.342, 1967.692, 914.687, , 
4726.381, 1974.615, 921.61, , 
4731.42, 1901, 847.995, , 
4736.459, 1926.462, 873.456, , 
4741.497, 1926.769, 873.764, , 
4746.536, 1872.538, 819.533, , 
4751.575, 1933.769, 880.764, , 
4756.614, 1950.577, 897.571, , 
4761.652, 1918.615, 865.61, , 
4766.691, 1911.038, 858.033, , 
4771.73, 1945.538, 892.533, , 
4776.769, 1973.654, 920.648, , 
4781.808, 1935.346, 882.341, , 
4786.846, 1865.846, 812.841, , 
4791.885, 1925.346, 872.341, , 
4796.924, 1903.192, 850.187, , 
4801.963, 1868.577, 815.571, , 
4807.002, 1936.731, 883.725, , 
4812.04, 1916.385, 863.379, , 
4817.079, 1901.615, 848.61, , 
4822.118, 1884.077, 831.071, , 
4827.157, 1945.885, 892.879, , 
4832.195, 1932.731, 879.725, , 
4837.234, 1913.769, 860.764, , 
4842.273, 1881.077, 828.071, , 
4847.312, 1858.115, 805.11, , 
4852.351, 1914.269, 861.264, , 
4857.389, 1899.192, 846.187, , 
4862.428, 1932.423, 879.418, , 
4867.467, 1925.731, 872.725, , 
4872.506, 1873.577, 820.571, , 
4877.545, 1833.731, 780.725, , 
4882.583, 1903.192, 850.187, , 
4887.622, 1899.808, 846.802, , 
4892.661, 1880.385, 827.379, , 
4897.7, 1876.769, 823.764, , 
4902.738, 1913.115, 860.11, , 
4907.777, 1896.231, 843.225, , 
4912.816, 1930.115, 877.11, , 
4917.855, 1830.692, 777.687, , 
4922.894, 1938.962, 885.956, , 
4927.932, 1864.154, 811.148, , 
4932.971, 1910.962, 857.956, , 
4938.01, 1825.115, 772.11, , 
4943.049, 1938.846, 885.841, , 
4948.088, 1878.962, 825.956, , 
4953.126, 1805.5, 752.495, , 
4958.165, 1928.077, 875.071, , 
4963.204, 1851.731, 798.725, , 
4968.243, 1829.385, 776.379, , 
4973.281, 1816.077, 763.071, , 
4978.32, 1866.462, 813.456, , 
4983.359, 1833.654, 780.648, , 
4988.398, 1888, 834.995, , 
4993.437, 1859.731, 806.725, , 
4998.475, 1911.192, 858.187, , 
